TRIP
DATE 2004-01-02 
DECLINATION     0.00
DATA
-9.721	9.276	-7.853	11.571
-9.721	9.276	-8.272	10.972
-9.721	9.276	-9.369	9.774
-7.493	4.042	-9.017	4.148
-9.017	4.148	-8.861	4.553
-9.017	4.148	-9.998	1.056
-9.017	4.148	-10.178	0.828
-9.017	4.148	-9.983	0.893
-9.017	4.148	-9.974	2.541
-9.017	4.148	-9.505	3.760
-9.017	4.148	-8.970	4.893
-9.017	4.148	-8.763	5.993
-9.017	4.148	-8.571	6.469
-9.017	4.148	-9.148	6.187
-9.017	4.148	-8.776	6.383
-9.017	4.148	-9.419	4.128
-9.017	4.148	-9.814	2.089
-4.955	0.328	-7.493	4.042
-7.493	4.042	-7.463	4.389
-7.493	4.042	-7.542	6.050
-7.493	4.042	-7.552	5.515
-7.493	4.042	-7.869	6.774
-7.493	4.042	-7.898	7.055
-7.493	4.042	-7.848	6.644
-7.493	4.042	-7.970	6.555
-7.493	4.042	-7.900	5.890
-7.493	4.042	-7.673	4.006
-7.493	4.042	-7.690	2.457
-7.493	4.042	-7.379	1.056
-7.493	4.042	-7.256	0.060
-7.493	4.042	-7.250	0.159
-7.493	4.042	-7.211	0.748
-7.493	4.042	-7.243	2.390
-7.493	4.042	-7.226	3.177
-7.493	4.042	-7.395	3.724
-1.420	5.073	-4.955	0.328
-4.955	0.328	-4.926	-0.062
-4.955	0.328	-4.858	0.330
-4.955	0.328	-4.741	4.619
-4.955	0.328	-4.818	6.614
-4.955	0.328	-5.637	5.943
-4.955	0.328	-5.569	5.932
-4.955	0.328	-6.025	4.743
-4.955	0.328	-5.375	4.246
-4.955	0.328	-5.146	2.512
-4.955	0.328	-5.262	2.076
-4.955	0.328	-5.025	0.981
0.000	0.000	-1.420	5.073
-1.420	5.073	-1.284	5.050
-1.420	5.073	-1.624	4.301
-1.420	5.073	-1.857	3.730
-1.420	5.073	-2.231	2.577
-1.420	5.073	-2.235	2.026
-1.420	5.073	-2.269	1.205
-1.420	5.073	-2.459	0.374
-1.420	5.073	-2.555	0.087
-1.420	5.073	-2.307	0.333
-1.420	5.073	-1.679	2.710
-1.420	5.073	-1.470	3.717
-1.420	5.073	-1.203	5.583
0.000	0.000	-0.148	-0.022
0.000	0.000	0.685	1.724
0.000	0.000	1.188	2.933
0.000	0.000	1.540	3.736
0.000	0.000	1.408	3.235
0.000	0.000	1.036	2.570
0.000	0.000	1.000	2.393
0.000	0.000	0.838	1.882
0.000	0.000	0.443	0.513
0.000	0.000	0.377	0.319

ELEVATION
STATIONS
0.000	0.000	1.0
5.268	1.664	2.0
11.185	0.328	3.0
15.684	-0.095	4.0
17.212	0.748	5.0
22.388	1.973	6.0
26.292	2.483	7.0
34.915	-0.363	8.0
36.807	-0.677	9.0
38.911	0.545	10.0
39.927	1.552	11.0
SHOTS
38.911	0.545	39.927	1.552
39.927	1.552	39.871	1.382
39.927	1.552	39.247	1.930
39.927	1.552	39.442	2.326
39.927	1.552	39.782	2.235
39.927	1.552	39.953	1.961
